name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,maintainence_duration
Maruti Swift 1.3 VXI ABS,2015,475000,24600,Petrol,Dealer,Manual,First Owner,181
Maruti Wagon R LXI,2011,260000,28481,Petrol,Dealer,Manual,First Owner,100
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner,62
Mahindra XUV500 W8 2WD,2013,750000,41988,Diesel,Dealer,Manual,First Owner,4
Maruti Wagon R LXI,2009,180000,30375,Petrol,Dealer,Manual,First Owner,44
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,Petrol,Dealer,Automatic,First Owner,83
Maruti Swift Dzire VDI,2017,611000,34400,Diesel,Dealer,Manual,First Owner,16
Renault KWID RXL BSIV,2017,325000,18500,Petrol,Dealer,Manual,First Owner,226
Maruti Alto VXi,2015,280000,26134,Petrol,Dealer,Manual,First Owner,154
Maruti Wagon R AMT VXI,2014,300000,28942,Petrol,Dealer,Automatic,First Owner,31
Mahindra XUV500 W8 2WD,2012,711000,53600,Diesel,Dealer,Manual,First Owner,23
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652,Diesel,Dealer,Manual,First Owner,109
Maruti Ritz VDi,2011,260000,52895,Diesel,Dealer,Manual,First Owner,141
Hyundai Verna SX Diesel,2013,550000,42324,Diesel,Dealer,Manual,Second Owner,170
Mahindra XUV500 W10 1.99 mHawk,2016,1044999,65000,Diesel,Dealer,Manual,First Owner,89
Mahindra Scorpio EX,2012,550000,60236,Diesel,Dealer,Manual,First Owner,1
Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Second Owner,146
Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Individual,Manual,Third Owner,145
Mahindra Xylo E8,2009,290000,100000,Diesel,Individual,Manual,Second Owner,249
Fiat 500 Lounge,2008,250999,110000,Diesel,Individual,Manual,First Owner,128
Renault Triber RXT BSIV,2019,600000,10300,Petrol,Individual,Manual,First Owner,191
Fiat Grande Punto EVO 1.3 Active,2014,270000,120000,Diesel,Individual,Manual,Second Owner,13
Tata New Safari 4X4 EX,2012,550000,142000,Diesel,Individual,Manual,First Owner,107
Mahindra TUV 300 mHAWK100 T8,2017,800000,25000,Diesel,Individual,Manual,First Owner,194
Tata Altroz XE,2020,500000,5000,Petrol,Individual,Manual,First Owner,32
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,206
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000,28643,Petrol,Dealer,Manual,First Owner,209
Honda City i DTEC VX,2014,600000,50000,Diesel,Individual,Manual,First Owner,234
Maruti Wagon R ZXI 1.2,2019,575000,30000,Petrol,Dealer,Manual,First Owner,142
Hyundai Santro Sportz BSIV,2020,520000,5000,Petrol,Individual,Manual,First Owner,119
Mahindra XUV500 AT W10 FWD,2018,1400000,30000,Diesel,Individual,Automatic,First Owner,240
Maruti Baleno Delta Automatic,2018,600000,7600,Petrol,Individual,Automatic,First Owner,241
Chevrolet Beat Diesel LS,2013,195000,47253,Diesel,Dealer,Manual,First Owner,59
Maruti Alto K10 VXI AGS,2015,281000,4432,Petrol,Dealer,Automatic,Second Owner,142
Tata Indica GLS BS IV,2010,75000,110000,Petrol,Individual,Manual,Second Owner,146
Hyundai Grand i10 Sportz,2014,400000,25000,Petrol,Individual,Manual,First Owner,206
Tata Indica Vista Terra 1.4 TDI,2009,93000,70000,Diesel,Individual,Manual,Second Owner,135
Hyundai i20 Active S Petrol,2016,560000,68523,Petrol,Dealer,Manual,First Owner,128
Hyundai EON 1.0 Era Plus,2019,400000,5000,Petrol,Individual,Manual,First Owner,53
Tata Tigor 1.2 Revotron XT,2018,459999,40000,Petrol,Individual,Manual,First Owner,35
Hyundai Xcent 1.2 CRDi E,2017,450000,43000,Diesel,Individual,Manual,First Owner,148
Maruti Alto Green LXi (CNG),2010,88000,80251,CNG,Dealer,Manual,Second Owner,117
Hyundai i20 1.2 Era,2010,250000,34500,Petrol,Individual,Manual,Second Owner,87
Ford Ikon 1.4 ZXi,2000,22000,42743,Petrol,Dealer,Manual,Third Owner,201
Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner,65
Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner,10
Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner,53
BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Individual,Automatic,Second Owner,151
Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,79
Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner,222
Maruti A-Star Lxi,2009,145000,25000,Petrol,Individual,Manual,First Owner,253
Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Individual,Automatic,First Owner,127
Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner,248
Honda WR-V i-DTEC VX,2018,700000,30000,Diesel,Individual,Manual,First Owner,1
Hyundai Accent GLX,2010,145000,110000,Petrol,Individual,Manual,Second Owner,209
Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Individual,Manual,Second Owner,43
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,Petrol,Individual,Manual,First Owner,207
Maruti Alto K10 VXI,2016,350000,20000,Petrol,Individual,Manual,First Owner,135
Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Individual,Manual,First Owner,105
Mitsubishi Montero 3.2 MT,2007,750000,180000,Diesel,Individual,Manual,First Owner,130
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,70000,Diesel,Individual,Manual,Second Owner,23
Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,184
Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Individual,Manual,First Owner,148
Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner,217
Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner,176
Nissan Micra XL,2011,275000,40000,Petrol,Individual,Manual,Second Owner,184
Maruti 800 Std,2001,65000,60000,Petrol,Individual,Manual,Third Owner,69
Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Individual,Manual,First Owner,71
Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,192
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner,169
Maruti Ignis 1.3 Delta,2018,590000,26350,Diesel,Dealer,Manual,First Owner,241
Maruti SX4 Vxi BSIV,2012,225000,110000,Petrol,Individual,Manual,Second Owner,196
Tata Indigo CS LX (TDI) BS-III,2015,225000,68745,Diesel,Dealer,Manual,First Owner,239
Maruti Alto 800 LXI,2006,165000,132000,Petrol,Individual,Manual,First Owner,133
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,133
Mahindra XUV500 W6 2WD,2016,900000,47000,Diesel,Individual,Manual,First Owner,113
Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,13
Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Individual,Manual,First Owner,105
Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner,84
Maruti Alto K10 VXI AGS,2017,375000,27289,Petrol,Dealer,Automatic,First Owner,246
Tata Tiago XZA AMT,2018,525000,10980,Petrol,Dealer,Automatic,First Owner,25
Hyundai EON Era Plus,2016,320000,24662,Petrol,Dealer,Manual,First Owner,177
Maruti Swift Dzire VDI,2013,525000,37000,Diesel,Dealer,Manual,First Owner,191
Nissan Evalia XV,2014,650000,28245,Diesel,Dealer,Manual,First Owner,229
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000,27005,Diesel,Dealer,Manual,First Owner,34
Hyundai i10 Magna,2014,355000,39227,Petrol,Dealer,Manual,First Owner,10
Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000,31367,Diesel,Dealer,Manual,First Owner,55
Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,25
Hyundai Santro Xing GLS,2009,195000,27005,Petrol,Dealer,Manual,First Owner,92
Maruti Zen VX,2001,85000,86000,Petrol,Individual,Manual,Second Owner,147
Maruti Swift VDI,2013,400000,50000,Diesel,Individual,Manual,First Owner,253
Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Individual,Manual,First Owner,4
Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Individual,Manual,First Owner,68
Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Individual,Manual,Second Owner,176
Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,220
Maruti Zen D PS,2003,110000,120000,Diesel,Individual,Manual,Third Owner,181
Fiat Linea 1.3 Multijet Emotion,2015,550000,113600,Diesel,Individual,Manual,First Owner,146
Hyundai Santro Xing GLS,2008,190000,70000,Petrol,Individual,Manual,Third Owner,65
Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner,67
Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner,212
Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner,8
Honda City i VTEC V,2016,696000,138925,Petrol,Dealer,Manual,First Owner,232
Honda Jazz 1.5 VX i DTEC,2016,596000,121764,Diesel,Dealer,Manual,First Owner,117
Honda Jazz 1.2 VX i VTEC,2016,612000,105429,Petrol,Dealer,Manual,First Owner,101
Maruti Alto 800 LXI,2015,114999,35000,Petrol,Individual,Manual,First Owner,252
Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Individual,Manual,First Owner,91
Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Individual,Manual,First Owner,173
Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner,240
Maruti Wagon R VXI,2000,105000,80000,Petrol,Individual,Manual,First Owner,118
Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Individual,Manual,First Owner,34
Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Individual,Manual,First Owner,65
Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,17
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,178
Honda Amaze S i-VTEC,2016,495000,11958,Petrol,Dealer,Manual,First Owner,140
Hyundai Creta 1.6 SX Option,2017,1025000,9000,Petrol,Dealer,Manual,First Owner,114
Mahindra XUV500 W8 2WD,2015,750000,70000,Diesel,Individual,Manual,First Owner,253
Renault Duster 85PS Diesel RxL Optional,2013,600000,120000,Diesel,Individual,Manual,First Owner,47
Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,3
Hyundai Santro Xing XO,2007,80000,58000,Petrol,Dealer,Manual,Second Owner,215
Mahindra Bolero 2011-2019 SLE,2013,325000,62200,Diesel,Dealer,Manual,First Owner,208
Audi A6 2.0 TDI Premium Plus,2014,1470000,34000,Diesel,Dealer,Automatic,Second Owner,226
Fiat Avventura MULTIJET Emotion,2015,350000,53000,Diesel,Individual,Manual,Second Owner,50
Audi A8 4.2 TDI,2013,2800000,49000,Diesel,Dealer,Automatic,First Owner,78
Datsun RediGO 1.0 S,2017,210000,15000,Petrol,Dealer,Manual,Second Owner,65
Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,56
Volkswagen Jetta 1.4 TSI Comfortline,2013,450000,50000,Petrol,Individual,Manual,First Owner,208
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1150000,53000,Diesel,Dealer,Automatic,First Owner,80
Honda Civic 1.8 V AT,2009,210000,63500,Petrol,Dealer,Automatic,First Owner,115
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,4500000,9800,Petrol,Dealer,Automatic,First Owner,113
Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,172
BMW X1 sDrive 20d xLine,2017,2750000,13000,Diesel,Individual,Automatic,First Owner,174
Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner,223
Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Individual,Manual,Second Owner,218
Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Individual,Manual,Third Owner,136
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Individual,Manual,Second Owner,239
Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Individual,Manual,First Owner,144
Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner,107
Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,24
Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,217
Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,161
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,198
Hyundai Getz 1.5 CRDi GVS,2008,110000,154000,Diesel,Individual,Manual,Third Owner,32
Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner,151
Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner,196
Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner,218
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,221
BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,128
Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner,226
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner,80
Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner,255
Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner,130
Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner,99
Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner,102
Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,253
Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner,172
Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner,155
Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner,183
Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner,204
Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner,24
Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner,164
Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner,232
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,141
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,64
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,41
BMW X1 sDrive 20d xLine,2019,2600000,9500,Diesel,Individual,Automatic,First Owner,72
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000,Petrol,Individual,Manual,First Owner,226
Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner,17
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,253
Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,113
Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,138
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,41
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,45
Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,181
Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,78
Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,237
Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,153
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,96
Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,138
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,218
Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,83
Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,132
Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,126
Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,93
Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,10
Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,172
Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,172
Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,166
Tata Indigo TDI,2013,182000,100000,Diesel,Individual,Manual,First Owner,79
Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,57
Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,17
Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,69
Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,182
Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,197
Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,234
Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,140
Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,63
Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,57
Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,211
Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,96
Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,82
Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,185
Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,57
Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner,47
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,245
Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,248
Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,25
Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,39
Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,85
Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,170
Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,160
Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,205
Hyundai Getz GLS,2005,250000,70000,Petrol,Individual,Manual,First Owner,37
Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Individual,Manual,Second Owner,26
Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Individual,Manual,First Owner,106
Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,122
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,194
Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,215
Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,45
Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,100
Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,165
Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner,157
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,231
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,2
Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,190
Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,189
Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,177
Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,0
Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,144
Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,58
Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,93
Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,78
Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,54
Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,105
Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,102
Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,246
Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,59
Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,91
Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,42
Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,157
Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,147
Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,13
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,209
